order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,region
ORD10079,2024-01-30,C0195,P003,6,1195.52,0.2,North
ORD10080,2024-01-22,C0083,P011,3,50.0,0.1,North
ORD10081,2024-08-18,C0022,P003,3,1144.69,0.0,North
ORD10082,2024-08-12,C0095,P011,4,49.53,0.2,North
ORD10083,2023-11-03,C0017,P006,2,502.89,0.0,North
ORD10084,2023-05-10,C0155,P018,1,33.53,0.05,North
ORD10085,2024-06-28,C0101,P006,1,490.47,0.0,North
ORD10086,2023-06-18,C0190,P024,3,162.33,0.0,North
ORD10087,2024-07-04,C0005,P003,4,1163.03,0.2,North
ORD10088,2024-03-20,C0139,P001,3,660.52,0.0,North
ORD10089,2024-11-12,C0197,P004,8,81.76,0.1,North
ORD10090,2023-07-06,C0157,P014,2,38.93,0.1,North
ORD10091,2023-08-29,C0147,P026,2,102.68,0.1,North
ORD10092,2024-09-14,C0155,P008,1,57.3,0.05,North
ORD10093,2024-07-09,C0133,P007,1,76.66,0.05,North
ORD10094,2023-08-19,C0024,P026,1,103.84,0.1,North
ORD10095,2024-07-31,C0099,P005,1,875.2,0.05,North
ORD10096,2023-02-20,C0038,P024,1,156.58,0.0,North
ORD10097,2024-12-22,C0021,P022,1,29.14,0.05,North
ORD10098,2023-11-08,C0061,P001,2,620.59,0.0,North
ORD10099,2023-11-15,C0128,P001,3,658.57,0.0,North
ORD10100,2024-03-14,C0062,P001,3,629.67,0.1,North
ORD10101,2024-09-25,C0140,P025,3,39.55,0.0,North
ORD10102,2024-11-21,C0005,P003,2,1181.37,0.0,North
ORD10103,2024-11-17,C0086,P005,1,886.7,0.0,North
ORD10104,2023-11-26,C0179,P006,2,515.56,0.0,North
ORD10105,2023-08-23,C0115,P002,2,135.62,0.15,North
ORD10106,2024-10-05,C0049,P001,2,673.53,0.05,North
ORD10107,2023-12-02,C0112,P001,2,675.64,0.1,North
ORD10108,2023-04-06,C0133,P010,2,35.78,0.0,North
ORD10109,2023-11-05,C0027,P011,1,50.79,0.05,North
ORD10110,2023-11-05,C0115,P012,1,131.48,0.05,North
ORD10111,2024-11-23,C0104,P001,2,679.42,0.0,North
ORD10112,2023-11-08,C0076,P019,8,147.92,0.15,North
ORD10113,2024-01-17,C0095,P018,2,35.91,0.1,North
ORD10114,2024-09-28,C0064,P003,1,1228.27,0.0,North
ORD10115,2024-07-17,C0067,P025,3,38.85,0.1,North
ORD10116,2024-12-21,C0143,P020,5,114.38,0.1,North
ORD10117,2024-02-14,C0182,P021,1,311.73,0.05,North
ORD10118,2024-12-30,C0032,P009,1,68.15,0.0,North
ORD10119,2024-07-03,C0142,P009,1,66.95,0.0,North
ORD10120,2023-09-03,C0019,P010,1,35.49,0.05,North
ORD10121,2024-12-14,C0200,P002,3,133.47,0.0,North
ORD10122,2023-09-15,C0133,P025,1,38.65,0.05,North
ORD10123,2023-12-30,C0021,P005,2,912.15,0.0,North
ORD10124,2024-03-05,C0129,P017,3,20.17,0.0,North
ORD10125,2024-03-28,C0087,P018,3,36.13,0.0,North
ORD10126,2023-01-24,C0054,P029,3,91.05,0.1,North
ORD10127,2023-11-18,C0124,P006,1,489.86,0.1,North
ORD10128,2023-01-31,C0053,P004,2,78.49,0.0,North
ORD10129,2024-06-25,C0132,P026,3,98.18,0.0,North
ORD10130,2024-05-16,C0178,P008,5,58.48,0.2,North
ORD10131,2024-03-22,C0049,P023,1,73.46,0.1,North
ORD10132,2024-06-06,C0130,P007,2,77.71,0.0,North
ORD10133,2023-01-26,C0168,P005,3,880.71,0.1,North
ORD10134,2023-02-25,C0196,P009,2,66.81,0.05,North
ORD10135,2023-10-15,C0099,P005,3,923.79,0.1,North
ORD10136,2023-11-16,C0101,P002,2,130.74,0.05,North
ORD10137,2023-03-15,C0011,P005,1,867.32,0.0,North
ORD10138,2023-08-31,C0132,P008,1,62.58,0.05,North
ORD10139,2023-07-21,C0152,P030,2,25.51,0.1,North
ORD10140,2023-01-09,C0136,P006,6,514.83,0.15,North
ORD10141,2024-12-18,C0168,P028,3,122.65,0.0,North
ORD10142,2024-03-28,C0098,P012,1,123.9,0.0,North
ORD10143,2024-02-26,C0039,P004,2,79.27,0.0,North
ORD10144,2024-08-29,C0181,P024,1,160.96,0.0,North
ORD10145,2024-09-01,C0118,P009,3,70.31,0.05,North
ORD10146,2024-12-14,C0064,P017,2,19.44,0.05,North
ORD10147,2024-06-01,C0091,P024,4,157.57,0.2,North
ORD10148,2024-05-20,C0098,P005,2,940.9,0.05,North
ORD10149,2024-05-28,C0109,P006,7,512.36,0.15,North
ORD10150,2023-10-03,C0036,P005,1,876.81,0.0,North
ORD10151,2024-09-28,C0136,P002,4,124.8,0.2,North
ORD10152,2024-01-03,C0122,P026,2,102.55,0.0,North
ORD10153,2023-05-27,C0060,P013,3,26.02,0.0,North
ORD10154,2023-04-01,C0102,P025,2,41.74,0.0,North
ORD10155,2024-05-28,C0155,P019,1,146.76,0.05,North
ORD10156,2024-10-05,C0120,P002,2,134.0,0.0,North
ORD10157,2023-08-23,C0170,P018,8,35.23,0.15,North
ORD10158,2024-03-30,C0110,P018,3,33.54,0.05,North
ORD10159,2024-04-04,C0064,P028,1,118.59,0.05,North
ORD10160,2024-05-16,C0147,P027,1,76.14,0.05,North
ORD10161,2024-02-01,C0104,P016,3,30.56,0.05,North
ORD10162,2024-05-31,C0122,P002,5,129.4,0.1,North
ORD10163,2024-07-10,C0194,P011,3,51.3,0.0,North
ORD10164,2024-11-01,C0181,P005,2,937.54,0.0,North
ORD10165,2023-10-08,C0043,P011,2,48.07,0.1,North
ORD10166,2023-10-26,C0015,P005,2,901.18,0.0,North
ORD10167,2024-01-30,C0186,P012,1,126.8,0.1,North
ORD10168,2023-04-22,C0180,P007,1,83.47,0.0,North
ORD10169,2023-08-30,C0122,P004,8,78.99,0.2,North
ORD10170,2024-08-17,C0175,P022,3,30.45,0.0,North
ORD10171,2023-04-02,C0187,P028,1,123.06,0.0,North
ORD10172,2024-08-25,C0098,P017,1,19.91,0.0,North
ORD10173,2023-04-07,C0009,P030,3,25.28,0.1,North
ORD10174,2024-01-09,C0105,P001,5,633.4,0.05,North
ORD10175,2023-08-13,C0199,P002,1,130.04,0.0,North
ORD10176,2023-10-22,C0083,P005,1,933.85,0.05,North
ORD10177,2024-09-23,C0143,P003,3,1215.11,0.0,North
ORD10178,2024-09-10,C0172,P003,2,1223.55,0.05,North
ORD10179,2023-06-03,C0058,P005,2,927.51,0.0,North
ORD10180,2024-10-14,C0035,P004,2,78.03,0.0,North
ORD10181,2023-02-10,C0115,P027,2,74.07,0.15,North
ORD10182,2024-01-21,C0151,P020,3,109.76,0.0,North
ORD10183,2024-06-19,C0115,P001,7,666.04,0.05,North
ORD10184,2024-05-04,C0076,P018,6,35.95,0.15,North
ORD10185,2023-10-01,C0128,P015,2,46.35,0.0,North
ORD10186,2024-06-12,C0012,P027,3,76.8,0.0,North
ORD10187,2023-10-11,C0040,P030,1,24.32,0.05,North
ORD10188,2024-05-05,C0087,P012,2,136.05,0.1,North
ORD10189,2024-09-08,C0044,P012,1,125.88,0.1,North
ORD10190,2024-11-24,C0020,P025,3,41.05,0.0,North
ORD10191,2023-11-19,C0005,P006,6,493.65,0.2,North
ORD10192,2024-12-07,C0002,P024,3,152.18,0.1,North
ORD10193,2024-05-20,C0089,P009,8,67.24,0.1,North
ORD10194,2023-03-18,C0091,P005,2,862.1,0.1,North
ORD10195,2024-08-23,C0195,P012,7,124.71,0.05,North
ORD10196,2023-10-10,C0183,P006,2,517.26,0.2,North
ORD10197,2024-06-18,C0011,P007,1,83.2,0.0,North
ORD10198,2024-10-17,C0176,P001,2,629.15,0.0,North
ORD10199,2024-01-09,C0142,P029,2,86.95,0.15,North
ORD10200,2023-07-19,C0194,P017,3,20.57,0.0,North
ORD10201,2024-02-10,C0089,P009,3,68.87,0.05,North
ORD10202,2024-10-31,C0104,P003,8,1198.86,0.2,North
ORD10203,2023-07-12,C0098,P012,1,133.86,0.05,North
ORD10204,2024-02-12,C0163,P004,1,78.52,0.1,North
ORD10205,2023-01-03,C0070,P028,1,115.04,0.0,North
ORD10206,2024-10-12,C0149,P019,6,151.44,0.05,North
ORD10207,2024-07-16,C0022,P004,3,80.57,0.0,North
ORD10208,2023-07-14,C0127,P003,1,1160.06,0.0,North
ORD10209,2023-06-03,C0064,P007,3,80.74,0.1,North
ORD10210,2023-02-24,C0086,P001,3,669.75,0.1,North
ORD10211,2023-06-21,C0035,P012,2,131.33,0.05,North
ORD10212,2024-09-02,C0075,P004,3,83.73,0.1,North
ORD10213,2024-06-15,C0145,P004,1,81.44,0.0,North
ORD10214,2024-08-24,C0075,P026,3,103.18,0.0,North
ORD10215,2024-07-28,C0062,P014,2,40.85,0.0,North
ORD10216,2024-02-07,C0103,P011,3,50.21,0.1,North
ORD10217,2024-07-03,C0022,P017,1,20.31,0.0,North
ORD10218,2023-11-28,C0103,P030,2,24.01,0.1,North
ORD10219,2023-04-24,C0177,P011,3,49.72,0.0,North
ORD10220,2023-12-14,C0007,P026,2,97.94,0.0,North
ORD10221,2024-02-13,C0063,P006,4,514.2,0.2,North
ORD10222,2024-06-27,C0116,P010,2,34.29,0.0,North
ORD10223,2024-02-28,C0174,P003,1,1201.91,0.0,North
ORD10224,2024-06-18,C0142,P010,7,33.89,0.1,North
ORD10225,2024-07-21,C0116,P005,3,889.99,0.1,North
ORD10226,2024-04-15,C0017,P006,3,514.96,0.0,North
ORD10227,2024-07-06,C0091,P004,6,80.77,0.15,North
ORD10228,2024-10-27,C0159,P003,1,1250.23,0.05,North
ORD10229,2024-12-10,C0177,P001,3,662.56,0.15,North
ORD10230,2024-08-02,C0048,P017,2,20.1,0.0,North
ORD10231,2024-03-12,C0092,P004,1,77.08,0.1,North
ORD10232,2024-10-14,C0126,P004,2,79.9,0.1,North
ORD10233,2023-01-16,C0071,P020,1,106.34,0.05,North
ORD10234,2024-09-10,C0069,P007,3,80.33,0.05,North
ORD10235,2024-08-13,C0076,P010,4,34.81,0.05,North
ORD10236,2023-02-14,C0061,P007,1,82.88,0.05,North
ORD10237,2024-08-07,C0053,P002,1,130.41,0.05,North
ORD10238,2024-03-27,C0147,P006,2,481.77,0.0,North
ORD10239,2024-07-29,C0033,P027,3,73.11,0.0,North
ORD10240,2024-05-06,C0037,P024,3,162.03,0.05,North
ORD10241,2023-02-08,C0192,P013,2,24.88,0.05,North
ORD10242,2024-10-24,C0141,P006,7,517.49,0.15,North
ORD10243,2024-07-22,C0127,P004,2,82.62,0.05,North
ORD10244,2023-10-23,C0175,P004,1,76.79,0.0,North
ORD10245,2024-08-23,C0001,P002,2,136.43,0.0,North
ORD10246,2024-11-28,C0095,P003,4,1184.61,0.05,North
ORD10247,2024-03-25,C0180,P006,1,507.76,0.1,North
ORD10248,2024-01-01,C0024,P001,6,618.09,0.2,North
ORD10249,2024-03-02,C0123,P028,1,118.59,0.0,North
ORD10250,2024-02-22,C0036,P003,2,1216.98,0.0,North
ORD10251,2024-02-05,C0043,P007,2,81.77,0.05,North
ORD10252,2024-03-18,C0056,P029,1,86.75,0.0,North
ORD10253,2023-07-16,C0036,P004,1,81.15,0.05,North
ORD10254,2023-11-04,C0177,P027,1,72.78,0.05,North
ORD10255,2024-04-06,C0062,P015,2,43.25,0.1,North
ORD10256,2024-10-31,C0082,P001,1,673.44,0.1,North
ORD10257,2024-07-06,C0198,P008,1,60.51,0.0,North
ORD10258,2023-04-21,C0102,P001,3,658.35,0.05,North
ORD10259,2024-07-31,C0180,P010,6,34.21,0.1,North
ORD10260,2023-09-19,C0101,P026,3,98.09,0.0,North
ORD10261,2024-05-02,C0030,P001,2,637.59,0.0,North
ORD10262,2024-03-30,C0062,P006,3,522.64,0.2,North
ORD10263,2024-05-12,C0069,P002,3,133.52,0.0,North
ORD10264,2023-08-08,C0148,P001,3,649.74,0.0,North
ORD10265,2024-01-29,C0183,P011,4,51.96,0.05,North
ORD10266,2024-02-29,C0062,P005,3,897.45,0.05,North
ORD10267,2023-03-18,C0183,P001,3,632.08,0.1,North
ORD10268,2023-06-13,C0031,P001,3,629.15,0.0,North
ORD10269,2024-01-24,C0073,P025,2,38.34,0.05,North
ORD10270,2024-07-07,C0190,P005,3,896.74,0.0,North
ORD10271,2024-09-09,C0140,P026,1,95.05,0.0,North
ORD10272,2023-04-30,C0003,P012,2,133.36,0.0,North
ORD10273,2023-06-07,C0108,P005,2,942.52,0.0,North
ORD10274,2023-05-24,C0134,P002,2,129.45,0.05,North
ORD10275,2024-10-24,C0101,P002,1,129.14,0.0,North
ORD10276,2024-05-01,C0101,P003,3,1178.16,0.05,North
ORD10277,2023-02-08,C0150,P026,1,96.05,0.0,North
ORD10278,2024-06-09,C0198,P011,1,49.03,0.1,North
ORD10279,2023-03-03,C0181,P006,3,485.74,0.0,North
ORD10280,2024-03-16,C0102,P002,3,132.29,0.0,North
ORD10281,2023-03-31,C0143,P004,3,76.75,0.0,North
ORD10282,2023-03-13,C0057,P001,1,671.03,0.0,North
ORD10283,2023-11-19,C0020,P005,1,872.79,0.0,North
ORD10284,2024-03-06,C0141,P003,2,1250.89,0.1,North
ORD10285,2024-07-21,C0045,P010,2,36.42,0.0,North
ORD10286,2023-08-17,C0158,P019,1,149.97,0.05,North
ORD10287,2024-09-02,C0108,P003,1,1215.68,0.0,North
ORD10288,2024-01-10,C0140,P030,2,26.02,0.05,North
ORD10289,2024-07-17,C0057,P001,1,621.3,0.05,North
ORD10290,2024-09-28,C0041,P005,1,914.11,0.0,North
ORD10291,2023-01-29,C0100,P020,2,106.43,0.0,North
ORD10292,2024-12-23,C0149,P005,6,905.67,0.1,North
ORD10293,2023-09-10,C0024,P008,1,60.6,0.0,North
ORD10294,2023-09-02,C0122,P005,4,937.68,0.1,North
ORD10295,2024-06-14,C0037,P002,1,135.98,0.05,North
ORD10296,2023-12-06,C0083,P001,1,665.09,0.0,North
ORD10297,2024-11-23,C0144,P014,3,38.88,0.05,North
ORD10298,2024-03-30,C0033,P006,1,522.43,0.0,North
ORD10299,2024-07-19,C0050,P023,4,70.97,0.1,North
ORD10300,2023-09-12,C0149,P006,4,506.8,0.1,North
ORD10301,2024-12-28,C0005,P016,3,29.54,0.05,North
ORD10302,2024-01-01,C0043,P004,2,83.04,0.1,North
ORD10303,2023-07-12,C0148,P004,3,77.29,0.0,North
ORD10304,2023-01-18,C0027,P003,1,1160.4,0.05,North
ORD10305,2023-02-08,C0158,P007,2,79.44,0.0,North
ORD10306,2024-11-06,C0005,P007,3,81.57,0.2,North
ORD10307,2024-10-03,C0025,P003,1,1208.6,0.1,North
ORD10308,2024-03-19,C0076,P001,3,630.47,0.1,North
ORD10309,2023-03-29,C0030,P013,2,24.92,0.1,North
ORD10310,2024-05-15,C0095,P005,2,871.78,0.05,North
ORD10311,2023-08-14,C0145,P008,1,61.5,0.0,North
ORD10312,2024-02-13,C0194,P017,3,20.1,0.0,North
ORD10313,2024-09-24,C0122,P011,3,49.87,0.0,North
ORD10314,2023-01-18,C0174,P011,3,48.09,0.0,North
ORD10315,2024-03-29,C0050,P026,1,99.22,0.0,North
ORD10316,2024-08-10,C0050,P006,4,520.53,0.15,North
ORD10317,2024-02-04,C0084,P005,2,937.53,0.1,North
ORD10318,2023-12-25,C0166,P028,3,125.09,0.05,North
ORD10319,2024-02-21,C0106,P023,2,71.07,0.1,North
ORD10320,2024-08-30,C0159,P003,3,1144.64,0.1,North
ORD10321,2024-06-18,C0069,P013,2,24.58,0.0,North
ORD10322,2024-06-08,C0176,P004,1,77.07,0.0,North
ORD10323,2024-08-14,C0107,P021,3,290.63,0.0,North
ORD10324,2023-07-28,C0015,P017,3,19.12,0.0,North
ORD10325,2024-07-25,C0008,P005,1,933.76,0.0,North
ORD10326,2023-01-30,C0095,P004,7,78.18,0.1,North
ORD10327,2024-09-15,C0062,P007,2,80.74,0.1,North
ORD10328,2023-08-31,C0067,P015,3,44.02,0.0,North
ORD10329,2023-03-25,C0166,P020,1,107.45,0.0,North
ORD10330,2023-01-11,C0122,P024,7,161.61,0.1,North
ORD10331,2023-05-10,C0182,P015,3,44.65,0.05,North
ORD10332,2023-06-28,C0174,P008,3,60.5,0.1,North
ORD10333,2023-12-06,C0156,P017,2,20.36,0.05,North
ORD10334,2024-06-21,C0071,P030,2,24.21,0.05,North
ORD10335,2024-05-03,C0082,P023,3,71.54,0.0,North
ORD10336,2024-05-31,C0189,P004,1,78.74,0.0,North
ORD10337,2024-12-17,C0172,P004,2,82.75,0.05,North
ORD10338,2024-10-12,C0190,P001,2,679.04,0.0,North
ORD10339,2024-12-01,C0063,P003,5,1184.59,0.15,North
ORD10340,2024-08-25,C0031,P022,6,29.91,0.05,North
ORD10341,2023-03-03,C0106,P022,1,28.9,0.0,North
ORD10342,2023-07-29,C0197,P028,8,119.84,0.05,North
ORD10343,2024-03-31,C0104,P001,3,654.95,0.1,North
ORD10344,2023-02-15,C0104,P004,2,79.06,0.1,North
ORD10345,2023-04-13,C0194,P013,3,23.79,0.0,North
ORD10346,2023-05-08,C0027,P003,2,1160.03,0.05,North
ORD10347,2024-06-01,C0153,P028,3,119.19,0.05,North
ORD10348,2024-03-09,C0049,P004,1,76.14,0.1,North
ORD10349,2023-03-09,C0044,P001,1,663.71,0.05,North
ORD10350,2024-07-11,C0160,P021,1,304.85,0.0,North
ORD10351,2024-01-11,C0098,P001,1,648.33,0.05,North
ORD10352,2023-12-22,C0026,P003,3,1214.73,0.05,North
ORD10353,2024-08-02,C0159,P019,1,144.2,0.05,North
ORD10354,2023-04-12,C0052,P015,2,44.07,0.1,North
ORD10355,2023-09-12,C0085,P030,1,23.77,0.0,North
ORD10356,2023-02-26,C0024,P024,3,163.57,0.0,North
ORD10357,2023-05-12,C0076,P016,2,28.64,0.1,North
ORD10358,2024-01-21,C0081,P021,2,287.84,0.0,North
ORD10359,2024-01-24,C0044,P002,2,135.12,0.05,North
ORD10360,2024-05-17,C0088,P019,1,148.5,0.0,North
ORD10361,2024-05-19,C0108,P024,3,153.8,0.0,North
ORD10362,2024-01-31,C0031,P026,5,96.8,0.2,North
ORD10363,2023-07-03,C0187,P018,1,36.46,0.1,North
ORD10364,2023-07-30,C0081,P007,1,83.81,0.0,North
ORD10365,2024-06-22,C0025,P012,2,129.76,0.0,North
ORD10366,2024-11-24,C0157,P005,1,912.9,0.0,North
ORD10367,2023-08-29,C0091,P020,4,108.13,0.1,North
ORD10368,2023-09-17,C0061,P006,1,497.2,0.1,North
ORD10369,2024-02-15,C0128,P022,3,28.8,0.0,North
ORD10370,2023-10-13,C0159,P001,3,675.35,0.05,North
ORD10371,2024-12-01,C0058,P015,2,45.26,0.05,North
ORD10372,2024-08-30,C0030,P015,1,42.75,0.0,North
ORD10373,2023-11-21,C0180,P017,1,20.78,0.0,North
ORD10374,2024-07-28,C0177,P005,8,874.39,0.2,North
ORD10375,2024-04-07,C0012,P013,3,25.67,0.0,North
ORD10376,2024-12-03,C0002,P026,3,100.52,0.0,North
ORD10377,2024-10-26,C0046,P005,3,920.73,0.0,North
ORD10378,2023-07-18,C0130,P017,2,20.95,0.1,North
ORD10379,2024-05-07,C0116,P003,1,1189.52,0.0,North
ORD10380,2024-09-19,C0081,P006,3,485.03,0.0,North
ORD10381,2024-05-28,C0197,P018,6,35.73,0.15,North
ORD10382,2024-10-14,C0182,P005,2,933.96,0.05,North
ORD10383,2024-01-07,C0014,P007,3,77.59,0.0,North
ORD10384,2024-03-23,C0016,P030,3,24.25,0.05,North
ORD10385,2024-07-02,C0173,P019,3,153.63,0.0,North
ORD10386,2024-05-01,C0171,P012,1,128.53,0.1,North
ORD10387,2024-12-16,C0057,P005,3,929.69,0.2,North
ORD10388,2024-12-26,C0155,P017,1,19.58,0.0,North
ORD10389,2023-12-16,C0031,P002,2,129.06,0.0,North
ORD10390,2024-03-07,C0141,P003,7,1144.78,0.1,North
ORD10391,2024-11-01,C0170,P006,2,514.49,0.1,North
ORD10392,2024-02-07,C0048,P021,3,308.58,0.0,North
ORD10393,2023-10-06,C0055,P001,3,639.01,0.05,North
ORD10394,2023-11-13,C0167,P005,1,915.19,0.0,North
ORD10395,2024-11-24,C0175,P026,2,104.15,0.1,North
ORD10396,2024-07-16,C0133,P006,2,499.33,0.1,North
ORD10397,2023-11-30,C0200,P005,3,911.41,0.05,North
ORD10398,2023-11-19,C0089,P019,7,153.69,0.05,North
ORD10399,2023-08-24,C0126,P013,3,25.14,0.15,North
